precinct,lat,lng,station,marz,community,source,saved_at
15/9,40.12274851909889,44.068817629279174,"Թիվ 2 միջնակարգ դպրոց, 19 փողոց  26 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:23:54.674Z
15/11,40.088709,44.048175,"Մշակույթի տուն, 1 փողոց  5 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:52:36.841Z
15/13,40.083,44.057305,"Միջնակարգ դպրոց , 1 փողոց 1 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T17:52:50.151Z
15/14,40.23306,44.287863,"Հիմնական դպրոցի շենք, փողոց 9   N 4 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:23:54.673Z
15/15,40.041354,44.026951,"Միջնակարգ դպրոց, 6-րդ փողոց  թիվ  2/1 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:52:36.840Z
15/17,40.040692,44.064767,"Միջնակարգ դպրոց, 17-րդ փողոց  33 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T16:39:55.605Z
15/18,40.06353,44.091589,"Դպրոցի շենք , 1-ին փողոց  թիվ 17",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:23:54.674Z
15/19,40.069841,44.079422,"Մանկապարտեզի շենք , 8-րդ փողոց 17 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:52:36.841Z
15/22,40.106059,44.161037,"Մանկապարտեզի շենք, 11-րդ փողոց  3 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T17:52:50.151Z
15/23,40.109698,44.182486,"Մանկապարտեզի շենք, 3-րդ փողոց   3-րդ փակուղի 2/1",Արմավիր,Մեծամոր,cec-register,2026-06-02T17:08:34.174Z
15/27,40.033595,44.183106,"Միջնակարգ դպրոց, 6/1 փողոց  2 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T16:39:55.605Z
15/28,40.043616,44.141197,"Մշակույթի տան շենք, 1-ին փողոց  63-րդ շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T17:12:29.959Z
15/32,40.062314,43.987561,"Մշակույթի  տան ձախակողմյան դահլիճ, 4-րդ պողոտա, 3-րդ շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:52:36.841Z
15/34,40.143665,44.159031,"Մշակույթի տուն, Ազատամարտիկների  փողոց թիվ  23",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:09:24.206Z
15/36,40.089638,43.994597,"Միջնակարգ դպրոց, Մաշտոցի 14",Արմավիր,Մեծամոր,cec-register,2026-06-02T16:46:53.482Z
15/40,40.057298,43.930163,"Միջնակարգ դպրոցի շենք, 20-րդ փողոց  1-ին շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T17:52:50.151Z
15/43,40.08319,43.969112,"Մասնավորի սեփականություն, օժանդակ շինություն, 1-ին փողոց  թիվ 40",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:58:59.395Z
15/48,40.112907,44.272777,"Վ․ Ռոստովյանի անվան միջնակարգ դպրոց , Նար -Դոս 1/1",Արմավիր,Արաքս,cec-register,2026-06-02T18:23:54.673Z
15/49,40.09475,44.285846,"Միջնակարգ դպրոց, Այգեգործների 2",Արմավիր,Արաքս,cec-register,2026-06-02T18:52:36.841Z
15/50,40.083724,44.305522,"Միջնակարգ դպրոց,  Ա. Խաչատրյան 2",Արմավիր,Արաքս,cec-register,2026-06-02T18:09:24.206Z
15/54,40.052294,44.302589,"Մշակույթի տուն, Դրոյի 2",Արմավիր,Արաքս,cec-register,2026-06-02T18:52:36.841Z
15/55,40.071478,44.266673,"Մշակույթի տուն,          Հոկտեմբերյան 2",Արմավիր,Արաքս,cec-register,2026-06-02T18:23:54.674Z
15/56,40.071478,44.266673,"Ջրառատի մսուր-մանկապարտեզ, Արարատյան 2",Արմավիր,Արաքս,cec-register,2026-06-02T18:52:36.840Z
15/59,40.089719,44.269259,"Մշակույթի տուն, Խանջյան 3",Արմավիր,Արաքս,cec-register,2026-06-01T16:45:37.186Z
16/1,40.151243143113966,44.02891107475476,թիվ 1ավագ դպրոցի շենք/Հունան Ավետիսյան փ4/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:52:36.841Z
16/2,40.1518868818539,44.03494755699307,թիվ 5 հիմնական դպրոցի շենք /Հանրապետության 29/,Արմավիր,Արմավիր,cec-register,2026-06-02T17:03:11.145Z
16/3,40.149414399776816,44.03544024991432,թիվ 4ավագ դպրոցի շենք  /Շահումյան 46/,Արմավիր,Արմավիր,cec-register,2026-06-02T17:28:22.650Z
16/4,40.14680651020589,44.04192496787214,թիվ 6 հիմնական դպրոցի շենք  /Շահումյան 20/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:09:24.207Z
16/5,40.14590028614358,44.04148015102681,թիվ 5 մանկապարտեզի շենք /Արարատյան 7/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:52:36.841Z
16/6,40.147401085035995,44.051560402719446,թիվ 10 հիմնական դպրոցի շենք /Սայաթ-Նովա 7/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:23:54.674Z
16/7,40.15446997594074,44.03656042836268,թիվ 8 մանկապարտեզի շենք  /Չարենցի 26/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:09:24.206Z
16/10,40.16310827682786,44.03678153944465,թիվ 3 հիմնական դպրոցի շենք / Կոմիտաս 27/,Արմավիր,Արմավիր,cec-register,2026-06-02T17:35:49.516Z
16/11,40.15982035828861,44.03032817819535,թիվ 8 հիմնական դպրոցի շենք  /Աբովյան 182/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:09:24.207Z
16/12,40.15723336781644,44.027398966729564,թիվ 4 մանկապարտեզի շենք  /Մաշտոցի 32/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:23:54.674Z
16/13,40.155031683395165,44.025153260989114,Արևիկ սրճարանի շենք  /Բաղրամյան 4/5/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:23:54.672Z
16/14,40.15042308492663,44.028198872414414,թիվ 1 մանկապարտեզի շենք  /Հ.Ավետիսյան 12/,Արմավիր,Արմավիր,cec-register,2026-06-02T18:52:36.841Z
16/16,40.1432553549301,44.03081006254001,5-րդ փողոց թիվ 1շենք /121 տարածք/,Արմավիր,Արմավիր,cec-register,2026-06-02T17:35:49.516Z
16/19,40.18399636797243,44.00401051901953,միջնակարգ դպրոցի շենք / Հ.Ավետիսյան փ. 37/,Արմավիր,Արմավիր,cec-register,2026-06-02T17:00:40.276Z
